player,message
Walkerlava,Hi! How are you today?
Foxemerald,Lordlong behing you! There's Chillergold.
Foxemerald,Ahah neat Lordlong getting rid of Swisherholly!
Shriekerzinc,Great job guys!
Watchersummer,Ahah neat Lordlong getting rid of Chillergold!
Crowncedar,Hi! How are you today?
Chillergold,Build something there Swisherholly to protect us from Bitevivid.
Foxemerald,Hi! How are you today?
Pigcharm,Walkerlava behind you!
Foxemerald,Let's investigate this building Crowncedar.
Crowncedar,Lordlong behind you!
Shakerfreckle,Hi! How are you today?
Shakerfreckle,Deathpeat behind you!
Crowncedar,Ahah neat Watchersummer getting rid of Walkerlava!
Griffinsleet,Hi! How are you today?
Bitevivid,Clear in this building.
Grinspark,Shriekerzinc behing you! There's Deathpeat.
Swisherholly,Clear in this building.
Watchersummer,Build something there Foxemerald to protect us from Shakerfreckle.
Shakerfreckle,Let's investigate this building Wolfisland.
Bitevivid,Griffinsleet behind you!
Chillergold,Pigcharm behind you!
Wolfisland,Hey everybody!
Swisherholly,Hi! How are you today?
Shakerfreckle,Servantagate behind you!
Bitevivid,Hey everybody!
Watchersummer,Clear in this building.
Grinspark,Damn! Great shoot Shriekerzinc!
Servantagate,Wolfisland behing you! There's Swisherholly.
Deathpeat,Build something there Servantagate to protect us from Watchersummer.
Servantagate,Deathpeat behing you! There's Crowncedar.
Wolfisland,Hi! How are you today?
Swisherholly,Walkerlava behing you! There's Deathpeat.
Chillergold,Hey everybody!
Watchersummer,Ahah neat Crowncedar getting rid of Wolfisland!
Walkerlava,Let's investigate this building Chillergold.
Griffinsleet,Hey Shriekerzinc! How you doin' today?
Servantagate,Hi! How are you today?
Watchersummer,Build something there Lordlong to protect us from Deathpeat.
Lordlong,Hey everybody!
Walkerlava,Pigcharm behind you!
Swisherholly,Build something there Walkerlava to protect us from Servantagate.
Watchersummer,Clear in this building.
Pigcharm,Hi! How are you today?
Deathpeat,Build something there Servantagate to protect us from Crowncedar.
Lordlong,Ahah neat Crowncedar getting rid of Swisherholly!
Griffinsleet,Great job guys!
Bitevivid,Great job guys!
Walkerlava,"On your right Pigcharm, I'm taking left."
Foxemerald,Lordlong behind you!
Deathpeat,"On your right Shakerfreckle, I'm taking left."
Bitevivid,Ahah neat Griffinsleet getting rid of Shakerfreckle!
Servantagate,Ahah neat Wolfisland getting rid of Grinspark!
Watchersummer,Ahah neat Foxemerald getting rid of Grinspark!
Chillergold,Damn! Great shoot Walkerlava!
Griffinsleet,Ahah neat Bitevivid getting rid of Servantagate!
Griffinsleet,Hi! How are you today?
Bitevivid,Hey everybody!
Foxemerald,Hey Lordlong! How you doin' today?
Shakerfreckle,Let's investigate this building Servantagate.
Servantagate,Great job guys!
Watchersummer,Let's investigate this building Lordlong.
Shakerfreckle,Let's investigate this building Wolfisland.
Shriekerzinc,Hey everybody!
Lordlong,Great job guys!
Griffinsleet,Build something there Bitevivid to protect us from Deathpeat.
Walkerlava,Ahah neat Pigcharm getting rid of Shriekerzinc!
Swisherholly,Hi! How are you today?
Chillergold,Walkerlava behing you! There's Deathpeat.
Bitevivid,"On your right Shriekerzinc, I'm taking left."
Walkerlava,Damn! Great shoot Swisherholly!
Crowncedar,Foxemerald behind you!
Grinspark,Hi! How are you today?
Walkerlava,"On your right Swisherholly, I'm taking left."
Watchersummer,Lordlong behind you!
Lordlong,Clear in this building.
Grinspark,Shriekerzinc behing you! There's Lordlong.
Shakerfreckle,Build something there Wolfisland to protect us from Swisherholly.
Servantagate,Build something there Shakerfreckle to protect us from Pigcharm.
Lordlong,Ahah neat Crowncedar getting rid of Pigcharm!
Swisherholly,Let's investigate this building Walkerlava.
Pigcharm,Hey Chillergold! How you doin' today?
Swisherholly,Clear in this building.
Bitevivid,Build something there Grinspark to protect us from Foxemerald.
Servantagate,Build something there Wolfisland to protect us from Walkerlava.
Watchersummer,Damn! Great shoot Foxemerald!
Shakerfreckle,Let's investigate this building Wolfisland.
Grinspark,Hi! How are you today?
Pigcharm,Swisherholly behing you! There's Wolfisland.
Swisherholly,Pigcharm behind you!
Walkerlava,Build something there Swisherholly to protect us from Shriekerzinc.
Shriekerzinc,Hey Griffinsleet! How you doin' today?
Shriekerzinc,Hi! How are you today?
Crowncedar,Clear in this building.
Chillergold,Clear in this building.
Watchersummer,Clear in this building.
Wolfisland,Clear in this building.
Shakerfreckle,Build something there Servantagate to protect us from Bitevivid.
Pigcharm,Ahah neat Chillergold getting rid of Shriekerzinc!
Watchersummer,Hi! How are you today?
Grinspark,Clear in this building.
Foxemerald,Build something there Watchersummer to protect us from Walkerlava.
Deathpeat,Great job guys!
Watchersummer,Hey Lordlong! How you doin' today?
Servantagate,"On your right Deathpeat, I'm taking left."
Walkerlava,Clear in this building.
Bitevivid,Ahah neat Griffinsleet getting rid of Watchersummer!
Griffinsleet,Damn! Great shoot Bitevivid!
Swisherholly,Ahah neat Chillergold getting rid of Deathpeat!
Foxemerald,Ahah neat Watchersummer getting rid of Griffinsleet!
Chillergold,Damn! Great shoot Pigcharm!
Swisherholly,Chillergold behing you! There's Foxemerald.
Swisherholly,"On your right Chillergold, I'm taking left."
Deathpeat,Ahah neat Servantagate getting rid of Walkerlava!
Chillergold,Pigcharm behind you!
Griffinsleet,Bitevivid behing you! There's Lordlong.
Crowncedar,Great job guys!
Bitevivid,Build something there Grinspark to protect us from Foxemerald.
Foxemerald,Hi! How are you today?
Crowncedar,Build something there Watchersummer to protect us from Griffinsleet.
Watchersummer,Foxemerald behing you! There's Wolfisland.
Swisherholly,Hey Chillergold! How you doin' today?
Walkerlava,Build something there Swisherholly to protect us from Shriekerzinc.
Bitevivid,Ahah neat Grinspark getting rid of Servantagate!
Watchersummer,Build something there Lordlong to protect us from Grinspark.
Bitevivid,Grinspark behind you!
Walkerlava,Hi! How are you today?
Chillergold,Clear in this building.
Lordlong,Clear in this building.
Deathpeat,Clear in this building.
Crowncedar,Build something there Watchersummer to protect us from Deathpeat.
Pigcharm,Hey everybody!
Chillergold,Swisherholly behind you!
Swisherholly,Great job guys!
Wolfisland,Hey Deathpeat! How you doin' today?
Griffinsleet,Hey everybody!
Watchersummer,Lordlong behing you! There's Swisherholly.
Wolfisland,Servantagate behing you! There's Griffinsleet.
Deathpeat,Great job guys!
Pigcharm,Hi! How are you today?
Chillergold,Build something there Swisherholly to protect us from Crowncedar.
Bitevivid,Damn! Great shoot Grinspark!
Grinspark,Hi! How are you today?
Shriekerzinc,Let's investigate this building Grinspark.
Wolfisland,Great job guys!
Watchersummer,Crowncedar behing you! There's Pigcharm.
Wolfisland,Servantagate behind you!
Shriekerzinc,Damn! Great shoot Grinspark!
Deathpeat,Servantagate behing you! There's Foxemerald.
Deathpeat,Hey everybody!
Deathpeat,"On your right Shakerfreckle, I'm taking left."
Pigcharm,Hi! How are you today?
Shriekerzinc,Hi! How are you today?
Pigcharm,Walkerlava behing you! There's Deathpeat.
Walkerlava,Swisherholly behind you!
Foxemerald,Damn! Great shoot Watchersummer!
Wolfisland,Damn! Great shoot Deathpeat!
Watchersummer,Hey everybody!
Crowncedar,Clear in this building.
Shakerfreckle,Clear in this building.
Chillergold,Ahah neat Walkerlava getting rid of Bitevivid!
Shakerfreckle,Hey Servantagate! How you doin' today?
Chillergold,Walkerlava behing you! There's Grinspark.
Walkerlava,Build something there Pigcharm to protect us from Lordlong.
Shriekerzinc,Great job guys!
Walkerlava,Hey Swisherholly! How you doin' today?
Deathpeat,Great job guys!
Wolfisland,Ahah neat Servantagate getting rid of Chillergold!
Swisherholly,Pigcharm behing you! There's Wolfisland.
Pigcharm,Clear in this building.
Pigcharm,Hi! How are you today?
Wolfisland,"On your right Servantagate, I'm taking left."
Lordlong,Clear in this building.
Crowncedar,Build something there Watchersummer to protect us from Walkerlava.
Shakerfreckle,Deathpeat behing you! There's Griffinsleet.
Shakerfreckle,"On your right Wolfisland, I'm taking left."
Pigcharm,Hey Walkerlava! How you doin' today?
Foxemerald,Clear in this building.
Watchersummer,Clear in this building.
Shakerfreckle,Servantagate behing you! There's Bitevivid.
Foxemerald,Ahah neat Watchersummer getting rid of Grinspark!
Walkerlava,Clear in this building.
Deathpeat,Damn! Great shoot Servantagate!
Swisherholly,Clear in this building.
Lordlong,Ahah neat Watchersummer getting rid of Griffinsleet!
Pigcharm,Build something there Chillergold to protect us from Shakerfreckle.
Wolfisland,Hi! How are you today?
Shakerfreckle,Ahah neat Servantagate getting rid of Bitevivid!
Wolfisland,"On your right Servantagate, I'm taking left."
Pigcharm,Chillergold behind you!
Servantagate,Deathpeat behing you! There's Chillergold.
Servantagate,Deathpeat behing you! There's Lordlong.
Shakerfreckle,Hey everybody!
Watchersummer,Ahah neat Crowncedar getting rid of Walkerlava!
Chillergold,Damn! Great shoot Pigcharm!
Bitevivid,Hey everybody!
Wolfisland,Damn! Great shoot Deathpeat!
Walkerlava,"On your right Swisherholly, I'm taking left."
Griffinsleet,Bitevivid behind you!
Lordlong,Let's investigate this building Foxemerald.
Pigcharm,Clear in this building.
Griffinsleet,Grinspark behing you! There's Pigcharm.
Deathpeat,Damn! Great shoot Shakerfreckle!
Shakerfreckle,Ahah neat Wolfisland getting rid of Watchersummer!
Bitevivid,Hey Grinspark! How you doin' today?
Pigcharm,Clear in this building.
Lordlong,Ahah neat Foxemerald getting rid of Swisherholly!
Grinspark,Bitevivid behing you! There's Shakerfreckle.
Shakerfreckle,Great job guys!
Shakerfreckle,Clear in this building.
Lordlong,Hey everybody!
Walkerlava,Hey Pigcharm! How you doin' today?
Pigcharm,Hi! How are you today?
Deathpeat,Hi! How are you today?
Shakerfreckle,Hey Servantagate! How you doin' today?
Watchersummer,Clear in this building.
Servantagate,Hey Shakerfreckle! How you doin' today?
Shriekerzinc,Hi! How are you today?
Chillergold,Build something there Swisherholly to protect us from Shriekerzinc.
Crowncedar,Hey Lordlong! How you doin' today?
Foxemerald,Build something there Watchersummer to protect us from Servantagate.
Grinspark,Shriekerzinc behing you! There's Pigcharm.
Lordlong,Great job guys!
Foxemerald,Hi! How are you today?
Swisherholly,Hey Chillergold! How you doin' today?
Servantagate,Ahah neat Deathpeat getting rid of Pigcharm!
Swisherholly,Great job guys!
Lordlong,Hi! How are you today?
Shriekerzinc,Damn! Great shoot Grinspark!
Lordlong,Hey Foxemerald! How you doin' today?
Foxemerald,Great job guys!
Bitevivid,Clear in this building.
Swisherholly,Build something there Chillergold to protect us from Crowncedar.
Griffinsleet,Shriekerzinc behing you! There's Foxemerald.
Foxemerald,Build something there Lordlong to protect us from Shriekerzinc.
Watchersummer,Hi! How are you today?
Servantagate,Hey Wolfisland! How you doin' today?
Pigcharm,Hey Chillergold! How you doin' today?
Foxemerald,Crowncedar behind you!
Deathpeat,Ahah neat Shakerfreckle getting rid of Walkerlava!
Grinspark,"On your right Griffinsleet, I'm taking left."
Bitevivid,Damn! Great shoot Grinspark!
Servantagate,Build something there Wolfisland to protect us from Shriekerzinc.
Grinspark,Hey everybody!
Shakerfreckle,Great job guys!
Griffinsleet,Let's investigate this building Bitevivid.
Griffinsleet,Hi! How are you today?
Chillergold,Pigcharm behing you! There's Foxemerald.
Lordlong,Damn! Great shoot Crowncedar!
Lordlong,Ahah neat Crowncedar getting rid of Walkerlava!
Pigcharm,Swisherholly behing you! There's Bitevivid.
Chillergold,Hi! How are you today?
Griffinsleet,Hi! How are you today?
Griffinsleet,Ahah neat Grinspark getting rid of Deathpeat!
Watchersummer,Ahah neat Lordlong getting rid of Walkerlava!
Lordlong,Hi! How are you today?
Wolfisland,Hey Shakerfreckle! How you doin' today?
Foxemerald,Clear in this building.
Walkerlava,Hey everybody!
Shriekerzinc,Great job guys!
Swisherholly,Clear in this building.
Bitevivid,Build something there Griffinsleet to protect us from Pigcharm.
Chillergold,Let's investigate this building Pigcharm.
Pigcharm,Chillergold behing you! There's Wolfisland.
Chillergold,Hi! How are you today?
Swisherholly,Hey Pigcharm! How you doin' today?
Griffinsleet,Clear in this building.
Grinspark,"On your right Bitevivid, I'm taking left."
Bitevivid,Griffinsleet behing you! There's Deathpeat.
Swisherholly,Damn! Great shoot Walkerlava!
Grinspark,Hey everybody!
Foxemerald,Ahah neat Watchersummer getting rid of Swisherholly!
Grinspark,Hi! How are you today?
Chillergold,Great job guys!
Grinspark,Let's investigate this building Griffinsleet.
Pigcharm,Build something there Chillergold to protect us from Shakerfreckle.
Foxemerald,Ahah neat Crowncedar getting rid of Shriekerzinc!
Foxemerald,Crowncedar behing you! There's Servantagate.
Deathpeat,Hi! How are you today?
Wolfisland,"On your right Deathpeat, I'm taking left."
Deathpeat,Great job guys!
Pigcharm,"On your right Walkerlava, I'm taking left."
Grinspark,Clear in this building.
Pigcharm,Ahah neat Chillergold getting rid of Lordlong!
Lordlong,Foxemerald behing you! There's Shriekerzinc.
Bitevivid,Let's investigate this building Griffinsleet.
Shriekerzinc,Great job guys!
Walkerlava,Clear in this building.
Walkerlava,Damn! Great shoot Swisherholly!
Lordlong,Let's investigate this building Watchersummer.
Wolfisland,Hi! How are you today?
Crowncedar,Ahah neat Foxemerald getting rid of Bitevivid!
Deathpeat,Ahah neat Wolfisland getting rid of Pigcharm!
Servantagate,Hi! How are you today?
Deathpeat,Ahah neat Shakerfreckle getting rid of Lordlong!
Wolfisland,Deathpeat behind you!
Lordlong,Ahah neat Watchersummer getting rid of Servantagate!
Crowncedar,"On your right Watchersummer, I'm taking left."
Deathpeat,Ahah neat Shakerfreckle getting rid of Foxemerald!
Crowncedar,Hey Watchersummer! How you doin' today?
Walkerlava,Build something there Chillergold to protect us from Grinspark.
Griffinsleet,Let's investigate this building Grinspark.
Chillergold,Swisherholly behind you!
Lordlong,Build something there Watchersummer to protect us from Shriekerzinc.
Walkerlava,Chillergold behind you!
Servantagate,Deathpeat behing you! There's Swisherholly.
Pigcharm,Ahah neat Chillergold getting rid of Shakerfreckle!
Griffinsleet,Ahah neat Shriekerzinc getting rid of Crowncedar!
Swisherholly,Ahah neat Pigcharm getting rid of Grinspark!
Servantagate,Deathpeat behing you! There's Lordlong.
Foxemerald,"On your right Watchersummer, I'm taking left."
Deathpeat,"On your right Wolfisland, I'm taking left."
Grinspark,Hi! How are you today?
Shakerfreckle,Hey Wolfisland! How you doin' today?
Servantagate,"On your right Wolfisland, I'm taking left."
Watchersummer,Damn! Great shoot Crowncedar!
Walkerlava,Hey everybody!
Chillergold,Great job guys!
Foxemerald,Great job guys!
Watchersummer,Hi! How are you today?
Swisherholly,Let's investigate this building Chillergold.
Foxemerald,Damn! Great shoot Lordlong!
Wolfisland,Clear in this building.
Grinspark,Bitevivid behing you! There's Deathpeat.
Bitevivid,Griffinsleet behing you! There's Crowncedar.
Deathpeat,Great job guys!
Griffinsleet,Clear in this building.
Crowncedar,Ahah neat Foxemerald getting rid of Shriekerzinc!
Lordlong,Great job guys!
Foxemerald,"On your right Watchersummer, I'm taking left."
Shriekerzinc,"On your right Bitevivid, I'm taking left."
Servantagate,Wolfisland behind you!
Griffinsleet,Great job guys!
Shriekerzinc,Bitevivid behind you!
Lordlong,Hey Foxemerald! How you doin' today?
Deathpeat,Servantagate behing you! There's Bitevivid.
Foxemerald,Watchersummer behing you! There's Bitevivid.
Lordlong,Crowncedar behing you! There's Shriekerzinc.
Watchersummer,Clear in this building.
Shakerfreckle,Hey everybody!
Pigcharm,Swisherholly behind you!
Shakerfreckle,"On your right Servantagate, I'm taking left."
Deathpeat,"On your right Servantagate, I'm taking left."
Shakerfreckle,Ahah neat Servantagate getting rid of Lordlong!
Shakerfreckle,"On your right Servantagate, I'm taking left."
Pigcharm,Great job guys!
Shakerfreckle,Build something there Deathpeat to protect us from Bitevivid.
Swisherholly,"On your right Chillergold, I'm taking left."
Bitevivid,Hi! How are you today?
Crowncedar,"On your right Lordlong, I'm taking left."
Walkerlava,Ahah neat Chillergold getting rid of Bitevivid!
Bitevivid,Ahah neat Griffinsleet getting rid of Crowncedar!
Bitevivid,Grinspark behing you! There's Pigcharm.
Shriekerzinc,Clear in this building.
Lordlong,Crowncedar behing you! There's Deathpeat.
Griffinsleet,Build something there Shriekerzinc to protect us from Shakerfreckle.
Grinspark,Hey everybody!
Lordlong,Let's investigate this building Foxemerald.
Wolfisland,Deathpeat behind you!
Shakerfreckle,Deathpeat behind you!
Watchersummer,"On your right Foxemerald, I'm taking left."
Wolfisland,Clear in this building.
Wolfisland,Deathpeat behing you! There's Watchersummer.
Walkerlava,Hi! How are you today?
Shriekerzinc,"On your right Bitevivid, I'm taking left."
Lordlong,Hi! How are you today?
Shakerfreckle,Deathpeat behind you!
Watchersummer,Let's investigate this building Foxemerald.
Bitevivid,Griffinsleet behind you!
Wolfisland,Hey everybody!
Foxemerald,Build something there Crowncedar to protect us from Walkerlava.
Crowncedar,Hi! How are you today?
Servantagate,Hey everybody!
Foxemerald,Ahah neat Crowncedar getting rid of Walkerlava!
Watchersummer,Clear in this building.
Servantagate,Let's investigate this building Deathpeat.
Foxemerald,Hey Watchersummer! How you doin' today?
Swisherholly,Damn! Great shoot Pigcharm!
Crowncedar,Hey everybody!
Crowncedar,Clear in this building.
Chillergold,Hey Walkerlava! How you doin' today?
Chillergold,Clear in this building.
Watchersummer,Hi! How are you today?
Chillergold,Build something there Pigcharm to protect us from Grinspark.
Servantagate,Let's investigate this building Wolfisland.
Watchersummer,Lordlong behing you! There's Servantagate.
Crowncedar,Hey everybody!
Shriekerzinc,Ahah neat Griffinsleet getting rid of Swisherholly!
Wolfisland,Great job guys!
Servantagate,Deathpeat behing you! There's Foxemerald.
Lordlong,Watchersummer behing you! There's Pigcharm.
Grinspark,Hi! How are you today?
Griffinsleet,Hi! How are you today?
Crowncedar,Hey everybody!
Swisherholly,Hey Pigcharm! How you doin' today?
Lordlong,Ahah neat Foxemerald getting rid of Chillergold!
Swisherholly,Hey everybody!
Grinspark,Hey Griffinsleet! How you doin' today?
Wolfisland,Hey Shakerfreckle! How you doin' today?
Pigcharm,Hi! How are you today?
Shriekerzinc,Ahah neat Grinspark getting rid of Foxemerald!
Griffinsleet,Great job guys!
Shriekerzinc,"On your right Grinspark, I'm taking left."
Grinspark,Bitevivid behing you! There's Pigcharm.
Grinspark,Let's investigate this building Griffinsleet.
Shriekerzinc,Ahah neat Grinspark getting rid of Crowncedar!
Swisherholly,Walkerlava behind you!
Griffinsleet,Great job guys!
Shriekerzinc,Damn! Great shoot Griffinsleet!
Grinspark,Damn! Great shoot Shriekerzinc!
Shriekerzinc,"On your right Grinspark, I'm taking left."
Crowncedar,Foxemerald behing you! There's Griffinsleet.
Bitevivid,"On your right Grinspark, I'm taking left."
Crowncedar,Damn! Great shoot Watchersummer!
Shriekerzinc,Build something there Grinspark to protect us from Crowncedar.
Swisherholly,Let's investigate this building Pigcharm.
Shriekerzinc,Griffinsleet behind you!
Deathpeat,Let's investigate this building Wolfisland.
Lordlong,"On your right Watchersummer, I'm taking left."
Bitevivid,Build something there Shriekerzinc to protect us from Deathpeat.
Shakerfreckle,Hey Deathpeat! How you doin' today?
Walkerlava,Hi! How are you today?
Griffinsleet,Clear in this building.
Servantagate,Shakerfreckle behind you!
Servantagate,Ahah neat Shakerfreckle getting rid of Crowncedar!
Deathpeat,Wolfisland behing you! There's Walkerlava.
Lordlong,Ahah neat Watchersummer getting rid of Griffinsleet!
Foxemerald,Watchersummer behing you! There's Chillergold.
Swisherholly,Great job guys!
Bitevivid,Grinspark behing you! There's Deathpeat.
Swisherholly,Let's investigate this building Chillergold.
Foxemerald,Hey everybody!
Foxemerald,Let's investigate this building Lordlong.
Watchersummer,Great job guys!
Grinspark,Damn! Great shoot Shriekerzinc!
Deathpeat,Let's investigate this building Wolfisland.
Servantagate,Hey everybody!
Bitevivid,Hey Shriekerzinc! How you doin' today?
Deathpeat,Wolfisland behing you! There's Grinspark.
Wolfisland,Shakerfreckle behind you!
Walkerlava,Build something there Pigcharm to protect us from Grinspark.
Chillergold,Great job guys!
Foxemerald,Build something there Crowncedar to protect us from Pigcharm.
Foxemerald,Ahah neat Watchersummer getting rid of Wolfisland!
Griffinsleet,Ahah neat Shriekerzinc getting rid of Watchersummer!
Swisherholly,Walkerlava behind you!
Walkerlava,Chillergold behind you!
Shriekerzinc,Great job guys!
Pigcharm,Build something there Walkerlava to protect us from Deathpeat.
Watchersummer,Foxemerald behind you!
Wolfisland,Shakerfreckle behind you!
Deathpeat,Hi! How are you today?
Shakerfreckle,Servantagate behing you! There's Lordlong.
Lordlong,Great job guys!
Swisherholly,Ahah neat Chillergold getting rid of Foxemerald!
Deathpeat,Servantagate behind you!
Swisherholly,Hi! How are you today?
Wolfisland,"On your right Shakerfreckle, I'm taking left."
Grinspark,Hi! How are you today?
Bitevivid,Great job guys!
Swisherholly,Great job guys!
Lordlong,Ahah neat Crowncedar getting rid of Shakerfreckle!
Servantagate,"On your right Shakerfreckle, I'm taking left."
Pigcharm,Hey everybody!
Foxemerald,Build something there Lordlong to protect us from Swisherholly.
Crowncedar,Ahah neat Watchersummer getting rid of Griffinsleet!
Walkerlava,Clear in this building.
Chillergold,"On your right Walkerlava, I'm taking left."
Swisherholly,Pigcharm behing you! There's Bitevivid.
Swisherholly,Hey Chillergold! How you doin' today?
Bitevivid,Hey everybody!
Walkerlava,Hey Chillergold! How you doin' today?
Deathpeat,Let's investigate this building Servantagate.
Watchersummer,Lordlong behing you! There's Shakerfreckle.
Chillergold,Damn! Great shoot Walkerlava!
Walkerlava,Pigcharm behind you!
Wolfisland,Servantagate behing you! There's Griffinsleet.
Walkerlava,Build something there Chillergold to protect us from Servantagate.
Crowncedar,Damn! Great shoot Foxemerald!
Griffinsleet,Build something there Bitevivid to protect us from Swisherholly.
Chillergold,"On your right Walkerlava, I'm taking left."
Servantagate,Great job guys!
Walkerlava,Ahah neat Chillergold getting rid of Wolfisland!
Grinspark,Build something there Shriekerzinc to protect us from Watchersummer.
Griffinsleet,Hey everybody!
Grinspark,Griffinsleet behing you! There's Wolfisland.
Bitevivid,Ahah neat Grinspark getting rid of Foxemerald!
Bitevivid,"On your right Shriekerzinc, I'm taking left."
Walkerlava,Swisherholly behing you! There's Griffinsleet.
Watchersummer,Hey Lordlong! How you doin' today?
Walkerlava,Ahah neat Chillergold getting rid of Grinspark!
Swisherholly,"On your right Pigcharm, I'm taking left."
Shriekerzinc,Bitevivid behind you!
Servantagate,Shakerfreckle behing you! There's Swisherholly.
Swisherholly,Hey Pigcharm! How you doin' today?
Servantagate,Ahah neat Deathpeat getting rid of Watchersummer!
Pigcharm,Chillergold behind you!
Grinspark,Ahah neat Bitevivid getting rid of Watchersummer!
Shriekerzinc,Hey Griffinsleet! How you doin' today?
Walkerlava,Clear in this building.
Servantagate,"On your right Deathpeat, I'm taking left."
Wolfisland,Let's investigate this building Servantagate.
Wolfisland,Hi! How are you today?
Wolfisland,Build something there Shakerfreckle to protect us from Walkerlava.
Servantagate,Deathpeat behing you! There's Pigcharm.
Swisherholly,Damn! Great shoot Walkerlava!
Shriekerzinc,Clear in this building.
Shakerfreckle,Hey everybody!
Swisherholly,Ahah neat Pigcharm getting rid of Deathpeat!
Lordlong,Let's investigate this building Foxemerald.
Servantagate,Great job guys!
Crowncedar,Build something there Foxemerald to protect us from Servantagate.
Griffinsleet,Damn! Great shoot Shriekerzinc!
Swisherholly,Ahah neat Chillergold getting rid of Watchersummer!
Watchersummer,Lordlong behind you!
Swisherholly,Build something there Chillergold to protect us from Wolfisland.
Foxemerald,"On your right Crowncedar, I'm taking left."
Foxemerald,Great job guys!
Shakerfreckle,Damn! Great shoot Deathpeat!
Swisherholly,Let's investigate this building Pigcharm.
Griffinsleet,"On your right Grinspark, I'm taking left."
Chillergold,Great job guys!
Grinspark,"On your right Griffinsleet, I'm taking left."
Shriekerzinc,Bitevivid behing you! There's Lordlong.
Walkerlava,"On your right Pigcharm, I'm taking left."
Swisherholly,Walkerlava behing you! There's Grinspark.
Wolfisland,Build something there Shakerfreckle to protect us from Watchersummer.
Wolfisland,Let's investigate this building Servantagate.
Shriekerzinc,Griffinsleet behing you! There's Servantagate.
Pigcharm,Let's investigate this building Swisherholly.
Bitevivid,Hey Grinspark! How you doin' today?
Servantagate,Shakerfreckle behind you!
Griffinsleet,Shriekerzinc behing you! There's Foxemerald.
Servantagate,Hi! How are you today?
Lordlong,Clear in this building.
Griffinsleet,Clear in this building.
Griffinsleet,Great job guys!
Swisherholly,Pigcharm behing you! There's Bitevivid.
Griffinsleet,Hey Bitevivid! How you doin' today?
Pigcharm,Chillergold behing you! There's Wolfisland.
Lordlong,Let's investigate this building Crowncedar.
Crowncedar,Hi! How are you today?
Foxemerald,Clear in this building.
Watchersummer,Damn! Great shoot Foxemerald!
Foxemerald,Ahah neat Watchersummer getting rid of Walkerlava!
Watchersummer,Crowncedar behing you! There's Pigcharm.
Deathpeat,Ahah neat Shakerfreckle getting rid of Swisherholly!
Foxemerald,Hi! How are you today?
Chillergold,Pigcharm behind you!
Pigcharm,Build something there Chillergold to protect us from Lordlong.
Griffinsleet,Grinspark behind you!
Servantagate,Ahah neat Wolfisland getting rid of Crowncedar!
Crowncedar,"On your right Watchersummer, I'm taking left."
Shakerfreckle,Let's investigate this building Deathpeat.
Grinspark,Shriekerzinc behing you! There's Swisherholly.
Griffinsleet,Grinspark behing you! There's Chillergold.
Lordlong,Hi! How are you today?
Deathpeat,Build something there Servantagate to protect us from Lordlong.
Chillergold,Build something there Pigcharm to protect us from Wolfisland.
Shakerfreckle,Build something there Wolfisland to protect us from Pigcharm.
Crowncedar,Clear in this building.
Chillergold,Walkerlava behing you! There's Grinspark.
Bitevivid,Hey everybody!
Deathpeat,Ahah neat Shakerfreckle getting rid of Pigcharm!
Swisherholly,Hey everybody!
Foxemerald,Lordlong behind you!
Watchersummer,Damn! Great shoot Foxemerald!
Wolfisland,Hey everybody!
Bitevivid,Build something there Griffinsleet to protect us from Foxemerald.
Wolfisland,"On your right Deathpeat, I'm taking left."
Swisherholly,Let's investigate this building Chillergold.
Watchersummer,Hey everybody!
Servantagate,Ahah neat Wolfisland getting rid of Bitevivid!
Shakerfreckle,Hey Wolfisland! How you doin' today?
Pigcharm,Great job guys!
Bitevivid,Let's investigate this building Shriekerzinc.
Grinspark,Build something there Bitevivid to protect us from Lordlong.
Shakerfreckle,Hey everybody!
Lordlong,Build something there Watchersummer to protect us from Bitevivid.
Foxemerald,Hi! How are you today?
Walkerlava,Hey everybody!
Walkerlava,Pigcharm behind you!
Wolfisland,Hey Servantagate! How you doin' today?
Chillergold,Hi! How are you today?
Swisherholly,Clear in this building.
Bitevivid,Great job guys!
Swisherholly,Great job guys!
Shriekerzinc,Hey everybody!
Walkerlava,Hey everybody!
Swisherholly,Build something there Chillergold to protect us from Servantagate.
Walkerlava,Hi! How are you today?
Bitevivid,Clear in this building.
Griffinsleet,Hey Grinspark! How you doin' today?
Grinspark,Great job guys!
Griffinsleet,Hi! How are you today?
Pigcharm,Great job guys!
Grinspark,Great job guys!
Walkerlava,Chillergold behing you! There's Shriekerzinc.
Griffinsleet,Hey Shriekerzinc! How you doin' today?
Servantagate,Damn! Great shoot Deathpeat!
Foxemerald,Ahah neat Lordlong getting rid of Shakerfreckle!
Grinspark,Damn! Great shoot Shriekerzinc!
Lordlong,Foxemerald behind you!
Bitevivid,Shriekerzinc behing you! There's Swisherholly.
Bitevivid,"On your right Griffinsleet, I'm taking left."
Grinspark,Hey Bitevivid! How you doin' today?
Griffinsleet,Grinspark behing you! There's Deathpeat.
Foxemerald,Watchersummer behing you! There's Griffinsleet.
Pigcharm,Walkerlava behing you! There's Watchersummer.
Swisherholly,Hey Pigcharm! How you doin' today?
Chillergold,Hey everybody!
Pigcharm,Hi! How are you today?
Shakerfreckle,Build something there Wolfisland to protect us from Chillergold.
Watchersummer,Hey everybody!
Foxemerald,Great job guys!
